,Unnamed: 0,text,embeddings,distances
18,18,"As of 2019, it is illegal to own a hedgehog as a pet in the US states of Hawaii, Georgia, Pennsylvania, and California, as well as in New York City, Washington, D.C. and some Canadian municipalities. Breeding licenses are required. No such restrictions exist in most European countries with the exception of Scandinavia. In Italy, it is illegal to keep wild hedgehogs as pets.","[ 0.00820611 -0.00291607 -0.00646768 ...  0.00507507  0.02179572
 -0.00049419]",0.17830415858875903
19,19,"In areas where hedgehogs have been introduced, such as New Zealand and the islands of Scotland, the hedgehog has become a pest, lacking natural predators. In New Zealand it has decimated native species including insects, snails, lizards and ground-nesting birds, particularly shore birds.","[ 0.00336399 -0.01525777  0.01016545 ... -0.00531274 -0.00169158
 -0.00768   ]",0.15959238168492806
20,20,"Eradication can be troublesome. Attempts to eliminate hedgehogs from bird colonies on the Scottish islands of North Uist and Benbecula in the Outer Hebrides were met with international protest. Eradication began in 2003 with 690 hedgehogs killed, though animal welfare groups attempted rescues. By 2007, legal injunctions prohibited the killing, and in 2008, the elimination process was changed to trapping and releasing on the mainland.","[ 0.00122191 -0.00150836 -0.01142523 ... -0.0005017  -0.01149071
 -0.01446978]",0.19350712007522675
21,21,"In 2022, it was reported that the hedgehog population in rural Britain was declining rapidly, down by 30–75% since 2000.","[-0.00138751  0.00034256 -0.00990651 ...  0.01149582  0.01804152
  0.00840514]",0.1791831014072819
22,22,"Hedgehogs suffer many diseases common to mammals, including cancer, fatty liver disease, and cardiovascular disease.","[ 0.01009876  0.00247485 -0.01219203 ... -0.00729528  0.00856619
 -0.00581878]",0.10386202856900262
23,23,"Cancer is very common in hedgehogs. The most common is squamous cell carcinoma, which spreads quickly from bone to the organs, unlike in humans. Surgery to remove the bone tumors is impractical.","[ 0.00785043  0.00324518  0.00197368 ... -0.00865382  0.00289726
 -0.00072352]",0.11938692773524895
24,24,"Fatty liver and heart disease are believed to be caused by an unhealthy diet and obesity. Hedgehogs will eagerly eat foods high in fat and sugar, despite a metabolism adapted for low-fat, protein-rich insects.","[ 0.00949567 -0.00740482 -0.00498587 ... -0.00558096  0.01182455
 -0.00812536]",0.14557234615432546
25,25,"Hedgehogs are also highly susceptible to pneumonia, with difficulty breathing and nasal discharge, caused by the bacterium Bordetella bronchiseptica.","[ 0.01051906  0.00312236 -0.01664843 ...  0.00042323  0.00282774
 -0.00295089]",0.13116307817567863
26,26,"Hedgehogs uncommonly transmit a fungal ringworm or dermatophytosis skin infection to human handlers and other hedgehogs, caused by Trichophyton erinacei, a distinct mating group among the Arthroderma benhamiae fungi.","[ 0.01470231 -0.01178234  0.01827543 ... -0.01092428  0.00913131
 -0.01404916]",0.14371480840295214
27,27,"Hedgehogs can suffer from balloon syndrome, a rare condition in which gas is trapped under the skin from injury or infection, causing the animal to inflate. The condition is unique to hedgehogs because their skin is baggy enough to curl up. In 2017, the BBC reported a case of a male hedgehog ""almost twice its natural size, literally blown up like a beach ball with incredibly taut skin"". At Stapeley's Wildlife Hospital, vet Bev Panto, said, ""I have seen three or four of these cases and they are very strange every time and quite shocking ... When you first see them they appear to be very big hedgehogs but when you pick them up they feel so light because they are mostly air"". The British Hedgehog Preservation Society advises:","[ 0.00807363  0.00976151  0.02497818 ... -0.00202162 -0.00427106
 -0.01609591]",0.15972614588730805
28,28,There is no single cause for this condition. The air can be removed by incising or aspirating through the skin over the back. Antibiotic cover should be given. This may be associated with lung/chest wall damage or a small external wound acting like a valve or a clostridium type infection.,"[ 0.00483106  0.01126028  0.03041806 ... -0.00050899  0.01177968
 -0.01123364]",0.24504131332242496
29,29,"As with most small mammals living around humans, many are run over as they attempt to cross roadways. In Ireland, hedgehogs are one of the most common mammalian road fatalities. Between April 2008 and November 2010 on two stretches of road measuring 227 km and 32.5 km, there were 133 recorded hedgehog fatalities. Of another 135 hedgehog carcasses collected from throughout Ireland, there were significantly more males than females collected, with peaks in male deaths occurring in May and June. Female deaths outnumbered males only in August, with further peaks in female deaths observed in June and July. It is suggested that these peaks are related to the breeding season (adults) and dispersal/exploration following independence.","[ 0.00047032  0.00667109 -0.00913022 ... -0.01275148  0.00796807
 -0.00114449]",0.17241178334962026
30,30,"Hedgehogs are a food source in many cultures. They were eaten in Ancient Egypt and some recipes of the Late Middle Ages call for hedgehog meat. They are traded throughout Eurasia and Africa for traditional medicine and witchcraft. In the Middle East and especially among Bedouins, hedgehog meat is considered medicine against  rheumatism and arthritis. Hedgehogs are also said to cure a variety of disorders from tuberculosis to impotence. In Morocco, inhaling the smoke of the burnt skin or bristles supposedly remedies fever, impotence, and urinary illnesses; the blood is sold as a cure for ringworm, cracked skin and warts, and the flesh is eaten as a remedy for witchcraft. Romani people still eat hedgehogs, boiled or roasted, and also use the blood and the fat as a medicine.","[ 0.01490215  0.0108221  -0.01376773 ... -0.00307453  0.00635533
  0.00518546]",0.16934850342320784
31,31,"In 1981, British publican Philip Lewis developed a line of Hedgehog Flavoured Crisps, whose taste was apparently based on the flavourings used by Romani to bake hedgehogs. As they did not contain any actual hedgehog product, the Office of Fair Trading ordered him to change the name to Hedgehog Flavour Crisps.","[ 0.01456904  0.00307663 -0.03499709 ...  0.00988053  0.01422901
 -0.0016364 ]",0.19780701446209348
32,32,Subfamily Erinaceinae (hedgehogs),"[ 0.00246984  0.00266743 -0.00789054 ... -0.03034426  0.00895946
 -0.03151035]",0.17776234744854247
33,33,Genus Atelerix,"[-0.00242003  0.00590373 -0.00519796 ... -0.01338624 -0.00210059
 -0.02679925]",0.2599826543817896
34,34,"Four-toed hedgehog, Atelerix albiventris","[ 0.01695191  0.01182122 -0.01080926 ... -0.01760936  0.01982664
 -0.01835704]",0.16292291178703389
35,35,"North African hedgehog, Atelerix algirus","[ 0.01061617  0.01112944 -0.00469736 ... -0.01958209  0.0210894
 -0.01063566]",0.17635926098803767
36,36,"Southern African hedgehog, Atelerix frontalis","[ 0.01060639  0.01013989 -0.0053032  ... -0.01292594  0.023325
 -0.03071124]",0.15819854507638031
37,37,"Somali hedgehog, Atelerix sclateri","[ 0.00265418 -0.00057436 -0.00574036 ... -0.0290618   0.02995198
 -0.01240363]",0.16338149685538939
38,38,Genus Erinaceus,"[ 0.00280545 -0.00553592 -0.00343957 ... -0.0245041   0.00511861
 -0.03249825]",0.25286503053117737
39,39,"Amur hedgehog, Erinaceus amurensis","[ 0.00911664 -0.00654172 -0.02039699 ... -0.02917833  0.0182839
 -0.02662238]",0.15202820710653464
40,40,"Southern white-breasted hedgehog, Erinaceus concolor","[ 0.01108514 -0.0045624  -0.01743228 ... -0.02781502  0.00361736
 -0.02674226]",0.1739712748710267
41,41,"European hedgehog, Erinaceus europaeus","[ 0.01138353 -0.01145971 -0.00219671 ... -0.020291    0.01447543
 -0.04202954]",0.16642066590822435
42,42,"Northern white-breasted hedgehog, Erinaceus roumanicus","[ 0.00525332 -0.00592723 -0.01969111 ... -0.0149673   0.01756026
 -0.03191141]",0.18612407309726375
43,43,Genus Hemiechinus,"[ 0.00055334  0.00480546  0.0109745  ... -0.03728432  0.00537197
 -0.01251594]",0.2260788928391695
44,44,"Long-eared hedgehog, Hemiechinus auritus","[ 0.00678325  0.00045774  0.00011635 ... -0.02031112  0.02225471
 -0.02659238]",0.15040650834662073
45,45,"Indian long-eared hedgehog, Hemiechinus collaris","[ 0.01398963  0.00477806 -0.00165038 ... -0.02878536  0.0274072
 -0.03219176]",0.15346951597197978
46,46,Genus Mesechinus,"[-0.00769856  0.0117965  -0.0118827  ... -0.03254481 -0.00509259
 -0.03241219]",0.2621882397837153
47,47,"Daurian hedgehog, Mesechinus dauuricus","[ 0.00585103  0.00794773 -0.02505858 ... -0.02579672  0.01146026
 -0.03369991]",0.154775876800606
48,48,"Hugh's hedgehog, Mesechinus hughi","[-0.00717033  0.00896451 -0.00677587 ... -0.03071728  0.01000157
 -0.03003015]",0.1575171656604496
49,49,"Small-toothed forest hedgehog, Mesechinus miodon","[ 0.00673264  0.01802801 -0.00633603 ... -0.01377995  0.00269601
 -0.04921974]",0.16644637887242986
50,50,"Gaoligong forest hedgehog, Mesechinus wangi","[-0.00104603  0.01694632 -0.01112266 ... -0.02547195  0.01145057
 -0.02351761]",0.17476008106958252
51,51,Genus Paraechinus,"[ 0.00654023  0.00230752  0.00403308 ... -0.01295188 -0.0107188
 -0.03177745]",0.26576344768426385
52,52,"Desert hedgehog, Paraechinus aethiopicus","[ 0.00845919  0.00365194 -0.00750623 ... -0.03200916  0.01215356
 -0.03571658]",0.16026731150014728
53,53,"Brandt's hedgehog, Paraechinus hypomelas","[ 0.00766017 -0.00287828 -0.01349183 ... -0.01569911 -0.0022334
 -0.0306407 ]",0.1784658883263156
54,54,"Indian hedgehog, Paraechinus micropus ","[-0.00159441 -0.00211778 -0.02009217 ... -0.03116231  0.01621633
 -0.02776608]",0.14311571085105257
55,55,"Bare-bellied hedgehog, Paraechinus nudiventris","[ 0.0070671  -0.0065805   0.0057412  ... -0.02088778  0.00180106
 -0.03184766]",0.16034660318594873
56,56,"In worldwide folklore, hedgehogs are associated with intelligence and wisdom (Asia, Europe), and magic (Africa).","[ 0.0140576  -0.00754341  0.00643261 ... -0.01712015  0.00614393
 -0.00858518]",0.17987227564027508
57,57,The hedgehog routinely tops ‘Britain’s favourite animal’ polls. ,"[ 0.01260663  0.00697281 -0.01744465 ... -0.00410221  0.01119818
 -0.02515011]",0.1788253301024726
