,Unnamed: 0,text,embeddings,distances
15,15,"The various species have many predators: while forest hedgehogs are prey primarily to birds (especially owls) and ferrets, smaller species like the long-eared hedgehog are prey to foxes, wolves, and mongooses. Hedgehog bones have been found in the pellets of the Eurasian eagle owl.","[ 0.01613636  0.00929608 -0.0104597  ... -0.0096561   0.00989397
  0.00389587]",0.16817584205069425
16,16,"In Britain, a predator in intensively farmed areas is the European badger with populations lower in areas with many badgers. Some hedgehog rescue societies will not release hedgehogs into known badger territories. Badgers also compete with hedgehogs for food.","[ 0.01995459 -0.01790895 -0.00769364 ...  0.00810534 -0.01307791
  0.00310062]",0.1839421057623819
17,17,"The most common pet species of hedgehog are hybrids of the white-bellied hedgehog or four-toed hedgehog (Atelerix albiventris, sometimes known as the African pygmy hedgehog) and the smaller North African hedgehog (A. algirus, pygmy hedgehog). Other species kept as pets are the long-eared hedgehog (Hemiechinus auritus) and the Indian long-eared hedgehog (H. collaris).","[ 0.01272457 -0.00166669 -0.02302603 ... -0.01671823  0.01033992
 -0.00270998]",0.1754040254678243
18,18,"As of 2019, it is illegal to own a hedgehog as a pet in the US states of Hawaii, Georgia, Pennsylvania, and California, as well as in New York City, Washington, D.C. and some Canadian municipalities. Breeding licenses are required. No such restrictions exist in most European countries with the exception of Scandinavia. In Italy, it is illegal to keep wild hedgehogs as pets.","[ 0.00822098 -0.00290602 -0.00648205 ...  0.00509526  0.02177719
 -0.00043434]",0.17832015379639876
19,19,"In areas where hedgehogs have been introduced, such as New Zealand and the islands of Scotland, the hedgehog has become a pest, lacking natural predators. In New Zealand it has decimated native species including insects, snails, lizards and ground-nesting birds, particularly shore birds.","[ 0.00349407 -0.01518995  0.01016283 ... -0.00523152 -0.00165282
 -0.0077866 ]",0.15961531991224354
20,20,"Eradication can be troublesome. Attempts to eliminate hedgehogs from bird colonies on the Scottish islands of North Uist and Benbecula in the Outer Hebrides were met with international protest. Eradication began in 2003 with 690 hedgehogs killed, though animal welfare groups attempted rescues. By 2007, legal injunctions prohibited the killing, and in 2008, the elimination process was changed to trapping and releasing on the mainland.","[ 0.0012167  -0.00145889 -0.0114551  ... -0.00050239 -0.01143546
 -0.01450543]",0.1935575519676349
21,21,"In 2022, it was reported that the hedgehog population in rural Britain was declining rapidly, down by 30–75% since 2000.","[-0.00144557  0.00037003 -0.01000671 ...  0.01158341  0.01809122
  0.0083986 ]",0.17923346322824107
22,22,"Hedgehogs suffer many diseases common to mammals, including cancer, fatty liver disease, and cardiovascular disease.","[ 0.01006738  0.0024561  -0.01219174 ... -0.00733872  0.0084414
 -0.00580618]",0.10388020469135373
23,23,"Cancer is very common in hedgehogs. The most common is squamous cell carcinoma, which spreads quickly from bone to the organs, unlike in humans. Surgery to remove the bone tumors is impractical.","[ 0.00781913  0.00320104  0.00199274 ... -0.00867316  0.00288947
 -0.00069825]",0.1194548827792149
24,24,"Fatty liver and heart disease are believed to be caused by an unhealthy diet and obesity. Hedgehogs will eagerly eat foods high in fat and sugar, despite a metabolism adapted for low-fat, protein-rich insects.","[ 0.00940217 -0.00736213 -0.00488449 ... -0.00553769  0.01187337
 -0.00813439]",0.1456032446962885
25,25,"Hedgehogs are also highly susceptible to pneumonia, with difficulty breathing and nasal discharge, caused by the bacterium Bordetella bronchiseptica.","[ 0.01059994  0.00300363 -0.01739862 ...  0.00065665  0.00227453
 -0.00315942]",0.1316195071735703
26,26,"Hedgehogs uncommonly transmit a fungal ringworm or dermatophytosis skin infection to human handlers and other hedgehogs, caused by Trichophyton erinacei, a distinct mating group among the Arthroderma benhamiae fungi.","[ 0.01467947 -0.01179737  0.01815079 ... -0.01090072  0.00917787
 -0.01411586]",0.14362605143940255
27,27,"Hedgehogs can suffer from balloon syndrome, a rare condition in which gas is trapped under the skin from injury or infection, causing the animal to inflate. The condition is unique to hedgehogs because their skin is baggy enough to curl up. In 2017, the BBC reported a case of a male hedgehog ""almost twice its natural size, literally blown up like a beach ball with incredibly taut skin"". At Stapeley's Wildlife Hospital, vet Bev Panto, said, ""I have seen three or four of these cases and they are very strange every time and quite shocking ... When you first see them they appear to be very big hedgehogs but when you pick them up they feel so light because they are mostly air"". The British Hedgehog Preservation Society advises:","[ 0.00804743  0.00976087  0.02500221 ... -0.001991   -0.00422586
 -0.01604351]",0.15971201073079122
28,28,There is no single cause for this condition. The air can be removed by incising or aspirating through the skin over the back. Antibiotic cover should be given. This may be associated with lung/chest wall damage or a small external wound acting like a valve or a clostridium type infection.,"[ 0.00488419  0.01129988  0.03041712 ... -0.00055559  0.01181926
 -0.01126659]",0.24513149403186507
29,29,"As with most small mammals living around humans, many are run over as they attempt to cross roadways. In Ireland, hedgehogs are one of the most common mammalian road fatalities. Between April 2008 and November 2010 on two stretches of road measuring 227 km and 32.5 km, there were 133 recorded hedgehog fatalities. Of another 135 hedgehog carcasses collected from throughout Ireland, there were significantly more males than females collected, with peaks in male deaths occurring in May and June. Female deaths outnumbered males only in August, with further peaks in female deaths observed in June and July. It is suggested that these peaks are related to the breeding season (adults) and dispersal/exploration following independence.","[ 0.00045927  0.00652937 -0.00918545 ... -0.01281466  0.00798427
 -0.00120198]",0.17242734435741547
30,30,"Hedgehogs are a food source in many cultures. They were eaten in Ancient Egypt and some recipes of the Late Middle Ages call for hedgehog meat. They are traded throughout Eurasia and Africa for traditional medicine and witchcraft. In the Middle East and especially among Bedouins, hedgehog meat is considered medicine against  rheumatism and arthritis. Hedgehogs are also said to cure a variety of disorders from tuberculosis to impotence. In Morocco, inhaling the smoke of the burnt skin or bristles supposedly remedies fever, impotence, and urinary illnesses; the blood is sold as a cure for ringworm, cracked skin and warts, and the flesh is eaten as a remedy for witchcraft. Romani people still eat hedgehogs, boiled or roasted, and also use the blood and the fat as a medicine.","[ 0.01497972  0.01070624 -0.01369059 ... -0.00305363  0.00632964
  0.00524677]",0.16932593020614217
31,31,"In 1981, British publican Philip Lewis developed a line of Hedgehog Flavoured Crisps, whose taste was apparently based on the flavourings used by Romani to bake hedgehogs. As they did not contain any actual hedgehog product, the Office of Fair Trading ordered him to change the name to Hedgehog Flavour Crisps.","[ 0.01451704  0.00312411 -0.03505014 ...  0.00991997  0.01425547
 -0.00164052]",0.19781069247121863
32,32,Subfamily Erinaceinae (hedgehogs),"[ 0.00245675  0.00260575 -0.00777999 ... -0.03034261  0.00899136
 -0.03148272]",0.17774167533811625
33,33,Genus Atelerix,"[-0.00241098  0.00584256 -0.00525027 ... -0.01336494 -0.00200441
 -0.02675666]",0.25997685694635286
34,34,"Four-toed hedgehog, Atelerix albiventris","[ 0.01694862  0.01175448 -0.0107105  ... -0.01763172  0.01988724
 -0.01840504]",0.162840627675245
35,35,"North African hedgehog, Atelerix algirus","[ 0.01062936  0.01107766 -0.00461948 ... -0.01958245  0.02101182
 -0.01062936]",0.17650538162412766
36,36,"Southern African hedgehog, Atelerix frontalis","[ 0.01063675  0.01016358 -0.00537671 ... -0.01293782  0.02345142
 -0.0306463 ]",0.15823736483685868
37,37,"Somali hedgehog, Atelerix sclateri","[ 0.00259291 -0.00060937 -0.00576165 ... -0.02907983  0.02991742
 -0.01238707]",0.1633909919501545
38,38,Genus Erinaceus,"[ 0.00287111 -0.00555636 -0.00345968 ... -0.02449492  0.00520093
 -0.03258164]",0.2529656932584974
39,39,"Amur hedgehog, Erinaceus amurensis","[ 0.00908617 -0.00641283 -0.020311   ... -0.02920735  0.01826092
 -0.02657514]",0.151993286068283
40,40,"Southern white-breasted hedgehog, Erinaceus concolor","[ 0.01105463 -0.00456993 -0.01741168 ... -0.02793018  0.00363488
 -0.02675578]",0.17405031328682485
41,41,"European hedgehog, Erinaceus europaeus","[ 0.01139074 -0.01136534 -0.00212386 ... -0.02035603  0.01446383
 -0.04200733]",0.16666880936837447
42,42,"Northern white-breasted hedgehog, Erinaceus roumanicus","[ 0.00518763 -0.00587139 -0.01982597 ... -0.01497221  0.0175275
 -0.03187051]",0.18626224767726252
43,43,Genus Hemiechinus,"[ 0.00051452  0.00482088  0.01097212 ... -0.03722354  0.00539056
 -0.01258567]",0.22616053814124104
44,44,"Long-eared hedgehog, Hemiechinus auritus","[ 0.00675623  0.00039793  0.00012135 ... -0.02025582  0.02221191
 -0.02656163]",0.15035176547054196
45,45,"Indian long-eared hedgehog, Hemiechinus collaris","[ 0.01388689  0.00475249 -0.0017001  ... -0.02873599  0.02738371
 -0.03216871]",0.1534805123250681
46,46,Genus Mesechinus,"[-0.00769199  0.01178996 -0.0118828  ... -0.03254507 -0.00509926
 -0.03235941]",0.2623074145395111
47,47,"Daurian hedgehog, Mesechinus dauuricus","[ 0.00584091  0.00797674 -0.02506976 ... -0.02580823  0.01150994
 -0.03368948]",0.15485320095519084
48,48,"Hugh's hedgehog, Mesechinus hughi","[-0.00721101  0.00888488 -0.00684823 ... -0.03075339  0.00995412
 -0.03004056]",0.1577026360785252
49,49,"Small-toothed forest hedgehog, Mesechinus miodon","[ 0.00677569  0.01798113 -0.00633337 ... -0.01366933  0.00276204
 -0.04925152]",0.16624381505158625
50,50,"Gaoligong forest hedgehog, Mesechinus wangi","[-0.00108712  0.01700041 -0.01114996 ... -0.02551374  0.01137296
 -0.02353298]",0.17487687296913568
51,51,Genus Paraechinus,"[ 0.00653147  0.00235417  0.00405553 ... -0.01296146 -0.01070877
 -0.0317407 ]",0.2658881495935048
52,52,"Desert hedgehog, Paraechinus aethiopicus","[ 0.00842723  0.00362612 -0.00753947 ... -0.03209006  0.01221981
 -0.035615  ]",0.16032523799167475
53,53,"Brandt's hedgehog, Paraechinus hypomelas","[ 0.00756278 -0.00287033 -0.01361039 ... -0.01566109 -0.00229071
 -0.03074746]",0.17862656868687143
54,54,"Indian hedgehog, Paraechinus micropus ","[-0.00159578 -0.00212717 -0.02007605 ... -0.03118332  0.01613601
 -0.02776171]",0.14323582154511505
55,55,"Bare-bellied hedgehog, Paraechinus nudiventris","[ 0.00707676 -0.00653441  0.00575028 ... -0.02092317  0.0018329
 -0.03191405]",0.16033757779863633
56,56,"In worldwide folklore, hedgehogs are associated with intelligence and wisdom (Asia, Europe), and magic (Africa).","[ 0.01417198 -0.00755671  0.00650856 ... -0.01704654  0.00617592
 -0.00863624]",0.18000976921199763
57,57,The hedgehog routinely tops ‘Britain’s favourite animal’ polls. ,"[ 0.01262596  0.0069288  -0.01741991 ... -0.00415602  0.01114167
 -0.02515087]",0.17883354873687607
